vessel_id,dwt,safety_score,main_engine_fuel_type,fuel_me_t,fuel_ae_t,fuel_ab_t,fuel_total_t,cost_per_tonne_me,cost_per_tonne_ae,cost_per_tonne_ab,fuel_cost_usd,carbon_cost_usd,ownership_cost_usd,base_cost_usd,risk_adj_rate,co2eq_t,cost_usd,cost_per_dwt,rank_cost_per_dwt_within_fuel
10641440,209485.0,5,AMMONIA,367.65334793007264,32.785853984,7.752917333333334,408.192119247406,744.0,555.1,555.1,296037.16281822574,12149.92433210427,923419.2455097227,1231606.3326600527,-0.05,151.87405415130337,1170026.01602705,5.585249617046806,1.0
10625600,210909.0,5,AMMONIA,395.5165513858455,30.618186346666665,7.224213333333334,433.35895106584553,744.0,555.1,555.1,315270.6302934371,11408.052629713042,923419.2455097227,1250097.928432873,-0.05,142.60065787141303,1187593.0320112293,5.63083145817025,2.0
10657280,206331.0,3,AMMONIA,477.76308717385166,29.36392196027778,7.028160416666667,514.1551695507961,744.0,555.1,555.1,375656.9817847875,11353.442794034238,923419.2455097227,1310429.6700885445,0.0,141.91803492542797,1310429.6700885445,6.351104148618213,3.0
10609760,210865.0,2,AMMONIA,554.6174461990211,27.850552539333336,6.701126666666667,589.1691254050211,744.0,555.1,555.1,431815.0170993223,11176.071007345803,923419.2455097227,1366410.3336163908,0.05,139.70088759182255,1434730.8502972105,6.804025562787615,4.0
10617680,181214.0,3,AMMONIA,466.5289960454601,33.55682752716667,6.863505166666666,506.9493287392934,744.0,555.1,555.1,369534.8997361692,12358.303892602322,923419.2455097227,1305312.4491384942,0.0,154.478798657529,1305312.4491384942,7.203154552840808,5.0
10665200,179418.0,4,AMMONIA,610.8182587173334,30.397883508611667,7.2241834166666665,648.4403256426117,744.0,555.1,555.1,475332.79383591807,12219.25977767736,923419.2455097227,1410971.2991233182,-0.02,152.740747220967,1382751.8731408517,7.706873742550088,6.0
10649360,179023.0,4,AMMONIA,626.1619921779604,27.26122196579444,6.418127166666667,659.8413413104215,744.0,555.1,555.1,484559.92888383166,11229.936254160963,923419.2455097227,1419209.1106477154,-0.02,140.37420317701202,1390824.928434761,7.768973419252057,7.0
10150460,262781.0,1,DISTILLATE FUEL,184.30180391066668,45.27141618,9.952496,239.52571609066666,555.1,555.1,555.1,132960.72500192907,68735.09924560014,659585.1753640878,861280.9996116171,0.1,859.1887405700018,947409.0995727788,3.605318114980835,1.0
10087110,261085.0,2,DISTILLATE FUEL,221.2872964746133,45.947924099999994,10.081855416666667,277.31707599128,555.1,555.1,555.1,153938.7088827595,83133.54805806879,659585.1753640878,896657.4323049161,0.05,1039.1693507258599,941490.3039201619,3.606068153743654,2.0
10237570,261046.0,1,DISTILLATE FUEL,224.89568080479998,34.726131179999996,7.619578916666667,267.2413909014667,555.1,555.1,555.1,148345.69608940414,69591.79612186913,659585.1753640878,877522.6675753611,0.1,869.8974515233641,965274.9343328973,3.6977196905254144,3.0
10245490,210938.0,5,DISTILLATE FUEL,176.4015242715375,28.273183871999997,6.599296,211.27400414353752,555.1,555.1,555.1,117278.19970007768,55023.13966099745,659585.1753640878,831886.5147251629,-0.05,687.7892457624681,790292.1889889047,3.746561496690519,4.0
10332600,207999.0,5,DISTILLATE FUEL,198.63066714824168,31.047017622000006,7.244941666666666,236.92262643690836,555.1,555.1,555.1,131515.74993512782,61696.54730518243,659585.1753640878,852797.472604398,-0.05,771.2068413147804,810157.5989741781,3.8950071826026957,5.0
10340520,209529.0,3,DISTILLATE FUEL,164.88365854583336,36.599090047000004,8.654638666666665,210.13738725950003,555.1,555.1,555.1,116647.26366774847,54912.71732556127,659585.1753640878,831145.1563573976,0.0,686.4089665695159,831145.1563573976,3.966730888599657,6.0
10134620,209997.0,5,DISTILLATE FUEL,248.63631469722222,28.473191316666668,6.229373333333332,283.33887934722225,555.1,555.1,555.1,157281.41192564307,73783.71089305145,659585.1753640878,890650.2981827823,-0.05,922.2963861631431,846117.7832736431,4.029189861158222,7.0
10427630,207999.0,4,DISTILLATE FUEL,224.0587302891667,34.514099022,8.137397916666668,266.71022722783334,555.1,555.1,555.1,148050.8471341703,69724.79317857568,659585.1753640878,877360.8156768337,-0.02,871.559914732196,859813.599363297,4.1337391014538385,8.0
10110870,210800.0,2,DISTILLATE FUEL,191.7358132211753,30.380379023999996,6.704896000000001,228.8210882451753,555.1,555.1,555.1,127018.58608489682,59586.84194774959,659585.1753640878,846190.6033967342,0.05,744.8355243468699,888500.1335665709,4.214896269291134,9.0
10174220,203028.0,3,DISTILLATE FUEL,206.93501090166666,30.147810936666666,7.096865499999998,244.17968733833334,555.1,555.1,555.1,135544.14444150883,67008.10352542352,659585.1753640878,862137.4233310202,0.0,837.6012940677939,862137.4233310202,4.246396671055323,10.0
10356360,180592.0,3,DISTILLATE FUEL,132.57246955269335,25.288331437777778,5.916545583333334,163.77734657380446,555.1,555.1,555.1,90912.80508311886,42664.30384178576,659585.1753640878,793162.2842889924,0.0,533.303798022322,793162.2842889924,4.392012294503591,11.0
10126700,209988.0,1,DISTILLATE FUEL,184.15558232033334,30.894212951999997,6.969072,222.01886727233335,555.1,555.1,555.1,123242.67322287224,59769.48868309505,659585.1753640878,842597.3372700551,0.1,747.1186085386881,926857.0709970606,4.413857320404312,12.0
10190060,207396.0,2,DISTILLATE FUEL,216.12257257974997,39.421687893333335,8.185333333333332,263.72959380641663,555.1,555.1,555.1,146396.29752194186,70400.3821060699,659585.1753640878,876381.8549920996,0.05,880.0047763258736,920200.9477417046,4.436927171891958,13.0
10023760,209878.0,1,DISTILLATE FUEL,243.82061887295558,34.824687791833334,0.0,278.6453066647889,555.1,555.1,555.1,154676.00972962432,72561.46701796434,659585.1753640878,886822.6521116765,0.1,907.0183377245543,975504.9173228443,4.647961755509602,14.0
10229650,180517.0,3,DISTILLATE FUEL,230.565839400525,26.579621934666665,5.6598248333333325,262.805286168525,555.1,555.1,555.1,145883.21435214824,68436.59896057326,659585.1753640878,873904.9886768092,0.0,855.4574870071657,873904.9886768092,4.841122933999619,15.0
10293000,179455.0,3,DISTILLATE FUEL,253.63583534298746,29.621431776999994,6.362727833333333,289.61999495332077,555.1,555.1,555.1,160768.05919858837,75419.36364580438,659585.1753640878,895772.5982084805,0.0,942.7420455725546,895772.5982084805,4.991627974748436,16.0
10419710,180391.0,4,DISTILLATE FUEL,286.10704922604,32.313241364444444,7.560117833333334,325.9804084238177,555.1,555.1,555.1,180951.72471606126,85159.9498471343,659585.1753640878,925696.8499272834,-0.02,1064.4993730891788,907182.9129287377,5.028981007526638,17.0
10253410,181403.0,1,DISTILLATE FUEL,168.18651475126663,35.964420789555554,7.964953666666666,212.11588920748886,555.1,555.1,555.1,117745.53009907706,55837.651823433924,659585.1753640878,833168.3572865988,0.1,697.9706477929241,916485.1930152588,5.052205272323273,18.0
10372190,209951.0,3,DISTILLATE FUEL,393.26898099753345,216.62195410627785,44.10957466666665,654.000509770478,555.1,555.1,555.1,363035.6829735923,188004.89178557487,659585.1753640878,1210625.750123255,0.0,2350.061147319686,1210625.750123255,5.766229978057999,19.0
