vessel_id,dwt,safety_score,main_engine_fuel_type,fuel_me_t,fuel_ae_t,fuel_ab_t,fuel_total_t,cost_per_tonne_me,cost_per_tonne_ae,cost_per_tonne_ab,fuel_cost_usd,carbon_cost_usd,ownership_cost_usd,base_cost_usd,risk_adj_rate,co2eq_t,cost_usd,cost_per_dwt,rank_cost_per_dwt_within_fuel
10641440,209485.0,5,AMMONIA,367.65334793007264,32.785853984,7.752917333333334,408.192119247406,744.0,555.1,555.1,296037.16281822574,12149.92433210427,923419.2455097227,1231606.3326600527,-0.05,151.87405415130337,1170026.01602705,5.585249617046806,1.0
10150460,262781.0,1,DISTILLATE FUEL,184.30180391066668,45.27141618,9.952496,239.52571609066666,555.1,555.1,555.1,132960.72500192907,68735.09924560014,659585.1753640878,861280.9996116171,0.1,859.1887405700018,947409.0995727788,3.605318114980835,1.0
10087110,261085.0,2,DISTILLATE FUEL,221.2872964746133,45.947924099999994,10.081855416666667,277.31707599128,555.1,555.1,555.1,153938.7088827595,83133.54805806879,659585.1753640878,896657.4323049161,0.05,1039.1693507258599,941490.3039201619,3.606068153743654,2.0
10237570,261046.0,1,DISTILLATE FUEL,224.89568080479998,34.726131179999996,7.619578916666667,267.2413909014667,555.1,555.1,555.1,148345.69608940414,69591.79612186913,659585.1753640878,877522.6675753611,0.1,869.8974515233641,965274.9343328973,3.6977196905254144,3.0
10245490,210938.0,5,DISTILLATE FUEL,176.4015242715375,28.273183871999997,6.599296,211.27400414353752,555.1,555.1,555.1,117278.19970007768,55023.13966099745,659585.1753640878,831886.5147251629,-0.05,687.7892457624681,790292.1889889047,3.746561496690519,4.0
10332600,207999.0,5,DISTILLATE FUEL,198.63066714824168,31.047017622000006,7.244941666666666,236.92262643690836,555.1,555.1,555.1,131515.74993512782,61696.54730518243,659585.1753640878,852797.472604398,-0.05,771.2068413147804,810157.5989741781,3.8950071826026957,5.0
10340520,209529.0,3,DISTILLATE FUEL,164.88365854583336,36.599090047000004,8.654638666666665,210.13738725950003,555.1,555.1,555.1,116647.26366774847,54912.71732556127,659585.1753640878,831145.1563573976,0.0,686.4089665695159,831145.1563573976,3.966730888599657,6.0
10134620,209997.0,5,DISTILLATE FUEL,248.63631469722222,28.473191316666668,6.229373333333332,283.33887934722225,555.1,555.1,555.1,157281.41192564307,73783.71089305145,659585.1753640878,890650.2981827823,-0.05,922.2963861631431,846117.7832736431,4.029189861158222,7.0
10427630,207999.0,4,DISTILLATE FUEL,224.0587302891667,34.514099022,8.137397916666668,266.71022722783334,555.1,555.1,555.1,148050.8471341703,69724.79317857568,659585.1753640878,877360.8156768337,-0.02,871.559914732196,859813.599363297,4.1337391014538385,8.0
10110870,210800.0,2,DISTILLATE FUEL,191.7358132211753,30.380379023999996,6.704896000000001,228.8210882451753,555.1,555.1,555.1,127018.58608489682,59586.84194774959,659585.1753640878,846190.6033967342,0.05,744.8355243468699,888500.1335665709,4.214896269291134,9.0
10174220,203028.0,3,DISTILLATE FUEL,206.93501090166666,30.147810936666666,7.096865499999998,244.17968733833334,555.1,555.1,555.1,135544.14444150883,67008.10352542352,659585.1753640878,862137.4233310202,0.0,837.6012940677939,862137.4233310202,4.246396671055323,10.0
10126700,209988.0,1,DISTILLATE FUEL,184.15558232033334,30.894212951999997,6.969072,222.01886727233335,555.1,555.1,555.1,123242.67322287224,59769.48868309505,659585.1753640878,842597.3372700551,0.1,747.1186085386881,926857.0709970606,4.413857320404312,12.0
10190060,207396.0,2,DISTILLATE FUEL,216.12257257974997,39.421687893333335,8.185333333333332,263.72959380641663,555.1,555.1,555.1,146396.29752194186,70400.3821060699,659585.1753640878,876381.8549920996,0.05,880.0047763258736,920200.9477417046,4.436927171891958,13.0
10023760,209878.0,1,DISTILLATE FUEL,243.82061887295558,34.824687791833334,0.0,278.6453066647889,555.1,555.1,555.1,154676.00972962432,72561.46701796434,659585.1753640878,886822.6521116765,0.1,907.0183377245543,975504.9173228443,4.647961755509602,14.0
10570170,181070.0,3,ETHANOL,131.69160517041232,28.82111168625,5.89489125,166.4076081066623,1447.2,555.1,555.1,209854.94423253307,30109.88876285513,791502.2104369054,1031467.0434322936,0.0,376.3736095356891,1031467.0434322936,5.696509877021558,1.0
10673120,178838.0,3,HYDROGEN,69.82024725523314,25.60489108333333,5.724717500000001,101.14985583856647,6000.0,555.1,555.1,436312.5492560072,8164.015565618228,725543.6929004967,1170020.2577221221,0.0,102.05019457022784,1170020.2577221221,6.542347027601081,1.0
10776060,261089.0,4,LNG,198.07136027931546,33.6872133,7.391620416666667,239.1501939959821,720.0,555.1,555.1,165414.23999722878,55440.97435165925,923419.2455097227,1144274.4598586108,-0.02,693.0121793957406,1121388.9706614385,4.29504487229044,1.0
10855250,211474.0,4,LNG,111.90977662891898,26.191419409999998,6.282627999999999,144.38382403891896,720.0,555.1,555.1,98601.38289011267,33337.6261954041,923419.2455097227,1055358.2545952394,-0.02,416.7203274425512,1034251.0895033346,4.890677291313989,2.0
10839410,208970.0,3,LNG,109.01933281758753,28.512147513055556,6.663110416666668,144.19459074730975,720.0,555.1,555.1,98019.70530545183,33419.20716990096,923419.2455097227,1054858.1579850756,0.0,417.740089623762,1054858.1579850756,5.047892797937865,3.0
10459300,210909.0,4,LPG (BUTANE),223.63560157719365,27.513787198666666,6.491745333333334,257.6411341091937,685.5,555.1,555.1,172178.67598967947,63943.02318090001,890439.9867415186,1126561.685912098,-0.02,799.2877897612501,1104030.452193856,5.2346294003283695,1.0
10435550,206118.0,4,LPG (PROPANE),229.85987064823178,29.644116359,6.666318749999999,266.1703057572318,694.5,555.1,555.1,179793.60269420285,65524.786313346354,857460.7279733141,1102779.1169808633,-0.02,819.0598289168295,1080723.534641246,5.243227348612184,1.0
10490980,37520.0,2,METHANOL,155.99665875236767,20.89192679,0.0,176.88858554236765,1074.6,555.1,555.1,179231.11805642326,23212.812209870066,333456.9497674,535900.8800336933,0.05,290.16015262337584,562695.9240353779,14.997226120345893,4.0
